rama_ciencias,codigo_carrera,carrera,entidad,Matricula_Total,Matricula_Mujeres,Matricula_Hombres,Diferencia_Genero,Curso_Academico,Ano_Inicio_Curso
Ciencias Médicas,3520.0,TÉCNICO SUPERIOR EN RADIOLOGÍA,UCMLH,166.0,127.0,39.0,88.0,2021-2022,2021
Ciencias Médicas,3520.0,TÉCNICO SUPERIOR EN RADIOLOGÍA,UCMLH,142.0,94.0,48.0,46.0,2022-2023,2022
Ciencias Médicas,3520.0,TÉCNICO SUPERIOR EN RADIOLOGÍA,UCMLH,128.0,89.984,38.016000000000005,51.96799999999999,2023-2024,2023
Ciencias Médicas,3520.0,TÉCNICO SUPERIOR EN RADIOLOGÍA,UCMLH,120.0,86.0,34.0,52.0,2024-2025,2024
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,53.0,48.0,5.0,43.0,2020-2021,2020
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,87.0,66.0,21.0,45.0,2021-2022,2021
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,95.0,67.0,28.0,39.0,2022-2023,2022
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,92.0,62.00800000000001,29.99199999999999,32.01600000000002,2023-2024,2023
Ciencias Médicas,3521.0,TÉCNICO SUPERIOR EN REHABILITACIÓN FÍSICA,UCMLH,95.0,65.0,30.0,35.0,2024-2025,2024
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,198.0,159.0,39.0,120.0,2020-2021,2020
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,186.0,140.0,46.0,94.0,2021-2022,2021
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,128.0,93.0,35.0,58.0,2022-2023,2022
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,83.0,60.009,22.991,37.018,2023-2024,2023
Ciencias Médicas,3522.0,TÉCNICO SUPERIOR EN SERVICIOS FARMACÉUTICOS,UCMLH,103.0,82.0,21.0,61.0,2024-2025,2024
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,167.0,148.0,19.0,129.0,2020-2021,2020
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,173.0,134.0,39.0,95.0,2021-2022,2021
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,77.0,56.0,21.0,35.0,2022-2023,2022
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,81.0,58.968,22.032,36.93600000000001,2023-2024,2023
Ciencias Médicas,3523.0,TÉCNICO SUPERIOR EN TERAPIA OCUPACIONAL,UCMLH,65.0,45.0,20.0,25.0,2024-2025,2024
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,84.0,45.0,39.0,6.0,2020-2021,2020
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,70.0,36.0,34.0,2.0,2021-2022,2021
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,23.0,10.0,13.0,-3.0,2022-2023,2022
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,3.0,0.999,2.001,-1.0019999999999998,2023-2024,2023
Ciencias Médicas,3524.0,TÉCNICO SUPERIOR EN TRABAJO SOCIAL EN SALUD,UCMLH,3.0,1.0,2.0,-1.0,2024-2025,2024
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,1.0,0.0,1.0,-1.0,2020-2021,2020
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,1.0,0.0,1.0,-1.0,2021-2022,2021
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,3526.0,TÉCNICO SUPERIOR EN VIGILANCIA Y LUCHA ANTIVECTORIAL,UCMLH,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,,ADMINISTRACIÓN Y ECONOMÍA,UCMLT,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,3.0,3.0,0.0,3.0,2015-2016,2015
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,46.0,41.0,5.0,36.0,2020-2021,2020
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,67.0,57.0,10.0,47.0,2021-2022,2021
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,76.0,68.0,8.0,60.0,2022-2023,2022
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,112.0,98.997,13.003,85.994,2023-2024,2023
Ciencias Médicas,30401.0,BIOANÁLISIS CLÍNICO,UCMLT,146.0,126.0,20.0,106.0,2024-2025,2024
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,218.0,176.0,42.0,134.0,2015-2016,2015
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,263.0,190.0,73.0,117.0,2016-2017,2016
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,326.0,231.0,95.0,136.0,2017-2018,2017
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,559.0,416.0,143.0,273.0,2019-2020,2019
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,652.0,492.0,160.0,332.0,2020-2021,2020
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,798.0,633.0,165.0,468.0,2021-2022,2021
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,676.0,548.0,128.0,420.0,2022-2023,2022
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,436.0,344.0,92.0,252.0,2023-2024,2023
Ciencias Médicas,30300.0,ENFERMERÍA,UCMLT,429.0,338.0,91.0,247.0,2024-2025,2024
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,421.0,319.0,102.0,217.0,2015-2016,2015
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,419.0,312.0,107.0,205.0,2016-2017,2016
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,320.0,220.0,100.0,120.0,2017-2018,2017
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,182.0,116.0,66.0,50.0,2019-2020,2019
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,137.0,88.0,49.0,39.0,2020-2021,2020
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,82.0,51.0,31.0,20.0,2021-2022,2021
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,72.0,51.0,21.0,30.0,2022-2023,2022
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,76.0,55.0,21.0,34.0,2023-2024,2023
Ciencias Médicas,30200.0,ESTOMATOLOGÍA,UCMLT,109.0,71.0,38.0,33.0,2024-2025,2024
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,28.0,15.0,13.0,2.0,2016-2017,2016
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,60.0,37.0,23.0,14.0,2017-2018,2017
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,86.0,53.0,33.0,20.0,2020-2021,2020
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,113.0,80.0,33.0,47.0,2021-2022,2021
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,113.0,79.0,34.0,45.0,2022-2023,2022
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,75.0,54.0,21.0,33.0,2023-2024,2023
Ciencias Médicas,30406.0,HIGIENE Y EPIDEMIOLOGÍA,UCMLT,63.0,46.0,17.0,29.0,2024-2025,2024
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,1.0,0.0,1.0,-1.0,2015-2016,2015
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,5.0,1.0,4.0,-3.0,2017-2018,2017
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,31.0,15.0,16.0,-1.0,2020-2021,2020
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,30.0,13.0,17.0,-4.0,2021-2022,2021
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,24.0,11.0,13.0,-2.0,2022-2023,2022
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,19.0,8.0,11.0,-3.0,2023-2024,2023
Ciencias Médicas,30402.0,IMAGENOLOGÍA Y RADIOFÍSICA MÉDICA,UCMLT,46.0,34.0,12.0,22.0,2024-2025,2024
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,30407.0,LOGOFONOAUDIOLOGÍA,UCMLT,6.0,6.0,0.0,6.0,2024-2025,2024
Ciencias Médicas,30100.0,MEDICINA,UCMLT,2750.0,1717.0,1033.0,684.0,2015-2016,2015
Ciencias Médicas,30100.0,MEDICINA,UCMLT,2925.0,1819.0,1106.0,713.0,2016-2017,2016
Ciencias Médicas,30100.0,MEDICINA,UCMLT,3008.0,1847.0,1161.0,686.0,2017-2018,2017
Ciencias Médicas,30100.0,MEDICINA,UCMLT,2912.0,1838.0,1074.0,764.0,2019-2020,2019
Ciencias Médicas,30100.0,MEDICINA,UCMLT,2714.0,1787.0,927.0,860.0,2020-2021,2020
Ciencias Médicas,30100.0,MEDICINA,UCMLT,2317.0,1535.0,782.0,753.0,2021-2022,2021
Ciencias Médicas,30100.0,MEDICINA,UCMLT,1898.0,1299.0,599.0,700.0,2022-2023,2022
Ciencias Médicas,30100.0,MEDICINA,UCMLT,1485.0,1033.776,451.22399999999993,582.5520000000001,2023-2024,2023
Ciencias Médicas,30100.0,MEDICINA,UCMLT,1518.0,1047.0,471.0,576.0,2024-2025,2024
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,3511.0,MEDICINA TRANSFUNCIONAL,UCMLT,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,,MICROBIOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,15.0,14.0,1.0,13.0,2020-2021,2020
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,4.0,4.0,0.0,4.0,2021-2022,2021
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,4.0,4.0,0.0,4.0,2022-2023,2022
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,4.0,4.0,0.0,4.0,2023-2024,2023
Ciencias Médicas,30405.0,NUTRICIÓN,UCMLT,23.0,23.0,0.0,23.0,2024-2025,2024
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,37.0,28.0,9.0,19.0,2020-2021,2020
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,30403.0,OPTOMETRÍA Y ÓPTICA,UCMLT,9.0,9.0,0.0,9.0,2024-2025,2024
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,3562.0,PODOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,3562.0,PSICOLOGÍA,UCMLT,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,3.0,2.0,1.0,1.0,2015-2016,2015
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,46.0,34.0,12.0,22.0,2017-2018,2017
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,163.0,122.0,41.0,81.0,2020-2021,2020
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,42.0,26.0,16.0,10.0,2021-2022,2021
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,5.0,1.0,4.0,-3.0,2022-2023,2022
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,1.0,0.0,1.0,-1.0,2023-2024,2023
Ciencias Médicas,30404.0,REHABILITACIÓN EN SALUD,UCMLT,17.0,16.0,1.0,15.0,2024-2025,2024
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,30.0,27.0,3.0,24.0,2021-2022,2021
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,60.0,53.0,7.0,46.0,2022-2023,2022
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,26.0,21.996,4.004000000000001,17.991999999999997,2023-2024,2023
Ciencias Médicas,30409.0,SERVICIOS ESTOMATOLÓGICOS,UCMLT,21.0,18.0,3.0,15.0,2024-2025,2024
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Médicas,3522.0,SERVICIOS FARMACÉUTICOS,UCMLT,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Médicas,30408.0,SISTEMA DE INFORMACIÓN EN SALUD,UCMLT,1.0,1.0,0.0,1.0,2015-2016,2015
Ciencias Médicas,30408.0,SISTEMA DE INFORMACIÓN EN SALUD,UCMLT,23.0,19.0,4.0,15.0,2016-2017,2016
Ciencias Médicas,30408.0,SISTEMA DE INFORMACIÓN EN SALUD,UCMLT,60.0,56.0,4.0,52.0,2017-2018,2017
Ciencias Médicas,30408.0,SISTEMA DE INFORMACIÓN EN SALUD,UCMLT,0.0,0.0,0.0,0.0,2019-2020,2019
