rama_ciencias,codigo_carrera,carrera,entidad,Matricula_Total,Matricula_Mujeres,Matricula_Hombres,Diferencia_Genero,Curso_Academico,Ano_Inicio_Curso
Ciencias Pedagógicas,75300.0,EDUCACIÓN BIOLOGÍA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,75300.0,EDUCACIÓN BIOLOGÍA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,75300.0,EDUCACIÓN BIOLOGÍA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,74600.0,EDUCACIÓN BIOLOGÍA-GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,74500.0,EDUCACIÓN BIOLOGÍA-QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,71400.0,EDUCACIÓN CONSTRUCCIÓN,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,72200.0,EDUCACIÓN ECONOMÍA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,73300.0,EDUCACIÓN ELÉCTRICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,75200.0,EDUCACIÓN EN FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,72400.0,EDUCACIÓN ESPECIAL,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,75500.0,EDUCACIÓN GEOGRAFÍA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,74901.0,EDUCACIÓN INFORMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,75700.0,EDUCACIÓN LABORAL,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,70300.0,EDUCACIÓN LENGUAS EXTRANJERAS,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,76301.0,EDUCACIÓN LENGUAS EXTRANJERAS: INGLÉS PARA LA EDUCACIÓN SUPERIOR,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,74100.0,EDUCACIÓN LOGOPEDIA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,70200.0,EDUCACIÓN MARXIMO- LENINISMO E HISTORIA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,75100.0,EDUCACIÓN MATEMÁTICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,74400.0,EDUCACIÓN MATEMÁTICA-FÍSICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,74200.0,EDUCACIÓN MECANIZACIÓN,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,73400.0,EDUCACIÓN MECÁNICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,71100.0,EDUCACIÓN PREESCOLAR,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,72800.0,EDUCACIÓN PRIMARIA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2019-2020,2019
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2020-2021,2020
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2021-2022,2021
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2022-2023,2022
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2023-2024,2023
Ciencias Pedagógicas,75400.0,EDUCACIÓN QUÍMICA,CUJAE,0.0,0.0,0.0,0.0,2024-2025,2024
Ciencias Pedagógicas,74800.0,EDUCACIÓN QUÍMICA INDUSTRIAL,CUJAE,0.0,0.0,0.0,0.0,2015-2016,2015
Ciencias Pedagógicas,74800.0,EDUCACIÓN QUÍMICA INDUSTRIAL,CUJAE,0.0,0.0,0.0,0.0,2016-2017,2016
Ciencias Pedagógicas,74800.0,EDUCACIÓN QUÍMICA INDUSTRIAL,CUJAE,0.0,0.0,0.0,0.0,2017-2018,2017
